wavelength,n,k
601.64325,1.5050101,0.000000295
603.2388,1.5049452,0.000000297
604.8342,1.5048804,0.000000299
606.4296,1.5048159,0.000000301
608.025,1.5047517,0.000000303
609.6204,1.5046875,0.000000305
611.2157,1.5046238,0.000000307
612.811,1.5045601,0.000000309
614.4062,1.5044967,0.000000311
616.0014,1.5044334,0.000000313
617.59656,1.5043703,0.000000314
619.19165,1.5043075,0.000000316
620.78674,1.5042448,0.000000318
622.3817,1.5041823,0.00000032
623.9767,1.5041201,0.000000322
625.57166,1.504058,0.000000324
627.16656,1.5039961,0.000000326
628.76135,1.5039344,0.000000327
630.3562,1.5038728,0.000000329
631.9509,1.5038115,0.000000331
633.54565,1.5037502,0.000000333
635.1403,1.5036892,0.000000335
636.7349,1.5036284,0.000000336
638.32947,1.5035676,0.000000338
639.924,1.5035071,0.00000034
641.5185,1.5034467,0.000000341
643.1129,1.5033865,0.000000343
644.70734,1.5033265,0.000000345
646.30164,1.5032667,0.000000347
647.89594,1.5032071,0.000000348
649.4902,1.5031476,0.00000035
651.08435,1.5030884,0.000000352
652.6785,1.5030293,0.000000353
654.2726,1.5029706,0.000000355
655.86664,1.5029119,0.000000356
657.46063,1.5028536,0.000000358
659.05457,1.5027955,0.00000036
660.6485,1.5027376,0.000000361
662.2423,1.50268,0.000000363
663.83606,1.5026226,0.000000365
665.4298,1.5025655,0.000000366
667.0235,1.5025085,0.000000368
668.61707,1.5024519,0.00000037
670.2107,1.5023956,0.000000371
671.8042,1.5023395,0.000000373
673.39764,1.5022837,0.000000374
674.9911,1.5022281,0.000000376
676.5844,1.502173,0.000000378
678.17773,1.502118,0.000000379
679.77094,1.5020633,0.000000381
681.36414,1.5020089,0.000000383
682.9573,1.5019548,0.000000384
684.55035,1.501901,0.000000386
686.1434,1.5018475,0.000000388
687.73627,1.5017943,0.00000039
689.3292,1.5017414,0.000000391
690.922,1.5016888,0.000000393
692.5148,1.5016366,0.000000395
694.10754,1.5015846,0.000000396
695.7002,1.501533,0.000000398
697.2928,1.5014818,0.0000004
698.8854,1.5014307,0.000000402
700.47784,1.5013801,0.000000404
702.0702,1.5013298,0.000000405
703.6626,1.5012797,0.000000407
705.2549,1.5012301,0.000000409
706.8471,1.5011808,0.000000411
708.43933,1.5011318,0.000000413
710.0314,1.5010831,0.000000415
711.6234,1.5010349,0.000000417
713.21545,1.5009868,0.000000418
714.8073,1.5009391,0.00000042
716.39923,1.5008919,0.000000422
717.99097,1.500845,0.000000424
719.5827,1.5007983,0.000000426
721.1744,1.5007521,0.000000428
722.766,1.5007061,0.00000043
724.3575,1.5006605,0.000000432
725.9489,1.5006152,0.000000434
727.54034,1.5005703,0.000000436
729.13165,1.5005258,0.000000438
730.7229,1.5004816,0.00000044
732.3141,1.5004376,0.000000443
733.9052,1.5003941,0.000000445
735.4963,1.5003508,0.000000447
737.0873,1.500308,0.000000449
738.67816,1.5002655,0.000000451
740.269,1.5002233,0.000000453
741.85974,1.5001814,0.000000455
743.4505,1.5001398,0.000000458
745.04114,1.5000987,0.00000046
746.6317,1.5000578,0.000000462
748.22217,1.5000173,0.000000464
749.8126,1.499977,0.000000467
751.40295,1.4999372,0.000000469
752.9932,1.4998976,0.000000471
754.5834,1.4998584,0.000000474
756.1735,1.4998195,0.000000476
757.76355,1.499781,0.000000478
759.3536,1.4997427,0.000000481
760.9435,1.4997048,0.000000483
762.53326,1.4996673,0.000000485
764.123,1.4996301,0.000000488
765.7127,1.4995931,0.00000049
767.3023,1.4995564,0.000000492
768.8918,1.4995202,0.000000495
770.48126,1.4994842,0.000000497
772.0706,1.4994484,0.0000005
773.6599,1.499413,0.000000502
775.24915,1.499378,0.000000505
776.83826,1.4993432,0.000000507
778.4273,1.4993086,0.00000051
780.0163,1.4992744,0.000000512
781.60516,1.4992405,0.000000515
783.194,1.4992069,0.000000517
784.7828,1.4991735,0.00000052
786.3714,1.4991404,0.000000522
787.95996,1.4991076,0.000000525
789.54846,1.4990752,0.000000527
791.13684,1.4990429,0.00000053
792.7252,1.4990109,0.000000532
794.3135,1.4989793,0.000000535
795.9016,1.4989479,0.000000537
797.4897,1.4989167,0.00000054
799.0777,1.4988859,0.000000542
800.66565,1.4988552,0.000000545
802.2534,1.4988248,0.000000547
803.8412,1.4987948,0.00000055
805.42883,1.498765,0.000000553
807.0164,1.4987354,0.000000555
808.6039,1.4987061,0.000000558
810.1913,1.498677,0.00000056
811.7786,1.4986482,0.000000563
813.36584,1.4986196,0.000000565
814.953,1.4985912,0.000000568
816.54004,1.4985632,0.00000057
818.127,1.4985353,0.000000573
819.71387,1.4985076,0.000000576
821.30066,1.4984803,0.000000578
822.8874,1.4984531,0.000000581
824.474,1.4984262,0.000000583
826.06055,1.4983996,0.000000586
827.647,1.4983732,0.000000588
829.2333,1.4983469,0.000000591
830.8195,1.4983208,0.000000593
832.40564,1.4982951,0.000000596
833.9918,1.4982696,0.000000599
835.57776,1.4982442,0.000000601
837.1636,1.498219,0.000000604
838.7494,1.4981941,0.000000606
840.3351,1.4981694,0.000000609
841.9207,1.498145,0.000000611
843.5062,1.4981207,0.000000614
845.0916,1.4980966,0.000000616
846.67694,1.4980727,0.000000619
848.2622,1.4980491,0.000000621
849.8473,1.4980257,0.000000624
851.4323,1.4980024,0.000000626
853.0173,1.4979793,0.000000629
854.6022,1.4979564,0.000000631
856.1868,1.4979337,0.000000634
857.7715,1.4979113,0.000000636
859.3561,1.497889,0.000000639
860.94055,1.497867,0.000000641
862.5249,1.497845,0.000000644
864.1091,1.4978234,0.000000646
865.69324,1.4978018,0.000000648
867.27734,1.4977804,0.000000651
868.8613,1.4977593,0.000000653
870.4451,1.4977384,0.000000656
872.02893,1.4977175,0.000000658
873.6126,1.4976969,0.00000066
875.1961,1.4976764,0.000000663
876.7796,1.4976561,0.000000665
878.3629,1.497636,0.000000668
879.94617,1.4976159,0.00000067
881.5293,1.4975961,0.000000672
883.1123,1.4975765,0.000000675
884.6953,1.497557,0.000000677
886.27814,1.4975377,0.000000679
887.86084,1.4975185,0.000000682
889.4435,1.4974995,0.000000684
891.026,1.4974806,0.000000686
892.6084,1.4974619,0.000000689
894.19073,1.4974433,0.000000691
895.77295,1.4974248,0.000000693
897.3551,1.4974065,0.000000696
898.937,1.4973884,0.000000698
900.5189,1.4973704,0.0000007
902.1007,1.4973524,0.000000702
903.6823,1.4973346,0.000000705
905.264,1.497317,0.000000707
906.8454,1.4972996,0.000000709
908.42676,1.4972821,0.000000711
910.00793,1.4972649,0.000000713
911.58905,1.4972478,0.000000716
913.1701,1.4972308,0.000000718
914.751,1.4972138,0.00000072
916.3317,1.4971972,0.000000722
917.9125,1.4971805,0.000000724
919.49304,1.4971639,0.000000727
921.07355,1.4971476,0.000000729
922.6538,1.4971312,0.000000731
924.2341,1.497115,0.000000733
925.81415,1.497099,0.000000735
927.3942,1.4970831,0.000000737
928.9741,1.4970672,0.000000739
930.5539,1.4970514,0.000000741
932.1335,1.4970357,0.000000743
933.7131,1.4970202,0.000000745
935.2925,1.4970047,0.000000748
936.8719,1.4969894,0.00000075
938.45105,1.4969741,0.000000752
940.0301,1.496959,0.000000754
941.6091,1.4969438,0.000000756
943.188,1.4969288,0.000000758
944.7667,1.4969139,0.00000076
946.34534,1.496899,0.000000762
947.9238,1.4968842,0.000000764
949.50214,1.4968694,0.000000766
951.08044,1.4968548,0.000000767
952.65857,1.4968402,0.000000769
954.23663,1.4968257,0.000000771
955.8146,1.4968113,0.000000773
957.3923,1.4967968,0.000000775
958.9699,1.4967825,0.000000777
960.5475,1.4967682,0.000000779
962.1249,1.496754,0.000000781
963.7023,1.4967399,0.000000783
965.2794,1.4967257,0.000000785
966.85645,1.4967116,0.000000786
968.4334,1.4966975,0.000000788
970.01013,1.4966836,0.00000079
971.5868,1.4966695,0.000000792
973.1634,1.4966557,0.000000794
974.73987,1.4966418,0.000000796
976.3161,1.4966279,0.000000797
977.8923,1.4966141,0.000000799
979.4684,1.4966003,0.000000801
981.0443,1.4965866,0.000000803
982.6201,1.4965729,0.000000804
984.1958,1.4965591,0.000000806
985.77136,1.4965454,0.000000808
987.3468,1.4965318,0.00000081
988.92206,1.4965181,0.000000811
990.49725,1.4965045,0.000000813
992.07227,1.496491,0.000000815
993.64716,1.4964774,0.000000816
995.222,1.4964638,0.000000818
996.7967,1.4964503,0.00000082
998.3712,1.4964367,0.000000821
999.9455,1.4964232,0.000000823
1011.69275,1.4963225,0.000000835
1015.112,1.4962932,0.000000838
1018.53125,1.4962639,0.000000842
1021.9505,1.4962345,0.000000845
1025.3698,1.4962051,0.000000848
1028.789,1.4961756,0.000000851
1032.2083,1.4961461,0.000000854
1035.6274,1.4961165,0.000000857
1039.0466,1.4960868,0.000000861
1042.466,1.496057,0.000000864
1045.8853,1.4960271,0.000000866
1049.3044,1.4959972,0.000000869
1052.7238,1.495967,0.000000872
1056.1431,1.4959368,0.000000875
1059.5623,1.4959064,0.000000878
1062.9817,1.4958758,0.000000881
1066.401,1.4958451,0.000000883
1069.8203,1.4958142,0.000000886
1073.2396,1.4957832,0.000000889
1076.6589,1.495752,0.000000891
1080.0784,1.4957206,0.000000894
1083.4978,1.495689,0.000000896
1086.9172,1.4956573,0.000000899
1090.3368,1.4956254,0.000000901
1093.7562,1.4955932,0.000000903
1097.1758,1.4955609,0.000000906
1100.5955,1.4955283,0.000000908
1104.015,1.4954956,0.00000091
1107.4347,1.4954627,0.000000912
1110.8542,1.4954295,0.000000915
1114.274,1.4953961,0.000000917
1117.6937,1.4953626,0.000000919
1121.1135,1.4953289,0.000000921
1124.5334,1.4952949,0.000000923
1127.9534,1.4952608,0.000000925
1131.3733,1.4952265,0.000000927
1134.7932,1.4951919,0.000000929
1138.2133,1.4951571,0.000000931
1141.6334,1.4951222,0.000000933
1145.0535,1.495087,0.000000934
1148.4738,1.4950517,0.000000936
1151.894,1.4950162,0.000000938
1155.3143,1.4949805,0.00000094
1158.7347,1.4949446,0.000000941
1162.1552,1.4949085,0.000000943
1165.5757,1.4948721,0.000000944
1168.9963,1.4948356,0.000000946
1172.4169,1.4947989,0.000000948
1175.8376,1.494762,0.000000949
1179.2584,1.4947249,0.000000951
1182.6793,1.4946877,0.000000952
1186.1002,1.4946501,0.000000953
1189.5212,1.4946126,0.000000955
1192.9423,1.4945747,0.000000956
1196.3635,1.4945366,0.000000958
1199.7848,1.4944985,0.000000959
1203.206,1.4944601,0.00000096
1206.6276,1.4944216,0.000000961
1210.0491,1.4943829,0.000000963
