Wavelength (nm),n,k
515.0757446,2.243035793,0.0005948317
515.4329834,2.242739201,0.0005929279
515.7902222,2.242443085,0.0005910263
516.1474609,2.242146969,0.0005891271
516.5046997,2.241851568,0.0005872298
516.8619385,2.241556644,0.0005853348
517.2191772,2.241261959,0.0005834418
517.5764771,2.240967512,0.0005815501
517.9337158,2.240673542,0.0005796616
518.2909546,2.24038291,0.0005777854
518.6481934,2.240106106,0.0005759609
519.0054321,2.23982954,0.0005741382
519.3626709,2.239553213,0.0005723177
519.7199097,2.239277363,0.0005704996
520.0771484,2.239001989,0.0005686832
520.4343872,2.238726854,0.0005668693
520.791626,2.238451958,0.0005650567
521.1489258,2.238177776,0.0005632461
521.5061646,2.237903595,0.000561438
521.8634033,2.237627268,0.0005596899
522.2206421,2.237350941,0.0005579478
522.5778809,2.23707509,0.0005562077
522.9351196,2.236799717,0.0005544693
523.2923584,2.236524582,0.000552733
523.6495972,2.236249924,0.0005509987
524.0068359,2.235975504,0.0005492662
524.3640747,2.235701323,0.0005475357
524.7213745,2.235427856,0.0005458064
525.0786133,2.235159159,0.0005441126
525.4358521,2.234894753,0.0005424444
525.7930908,2.234630346,0.000540778
526.1503296,2.234366417,0.0005391136
526.5075684,2.234102726,0.0005374509
526.8648071,2.23383975,0.0005357902
527.2220459,2.233576775,0.0005341312
527.5792847,2.233314037,0.0005324743
527.9365234,2.233051777,0.0005308191
528.2938232,2.232789516,0.0005291709
528.651062,2.23252511,0.0005275758
529.0083008,2.232260704,0.0005259828
529.3655396,2.231996775,0.0005243917
529.7227783,2.231733084,0.0005228018
530.0800171,2.231469631,0.0005212141
530.4372559,2.231206656,0.0005196283
530.7944946,2.230944157,0.0005180439
531.1517334,2.230681896,0.0005164614
531.5089722,2.230419874,0.0005148805
531.866272,2.230165005,0.0005133261
532.2235107,2.229917049,0.0005117991
532.5807495,2.229669571,0.0005102737
532.9379883,2.229422331,0.0005087501
533.2952271,2.229175568,0.0005072282
533.6524658,2.228929043,0.0005057079
534.0097046,2.228682756,0.0005041897
534.3669434,2.228436947,0.0005026728
534.7241821,2.228191376,0.0005011577
535.0814819,2.227946043,0.0004996437
535.4387207,2.227698088,0.000498172
535.7959595,2.227449656,0.0004967136
536.1531982,2.2272017,0.000495257
536.510437,2.226953745,0.0004938021
536.8676758,2.226706266,0.0004923487
537.2249146,2.226459026,0.0004908968
537.5821533,2.226212263,0.0004894467
537.9393921,2.225965738,0.0004879981
538.2966309,2.22571969,0.0004865509
538.6539307,2.225473642,0.0004851051
539.0111694,2.225232601,0.0004837049
539.3684082,2.224992752,0.00048231
539.725647,2.224752903,0.0004809168
540.0828857,2.224513292,0.000479525
540.4401245,2.224274158,0.000478135
540.7973633,2.224035263,0.0004767464
541.1546021,2.223796606,0.0004753595
541.5118408,2.223558426,0.0004739739
541.8690796,2.223320723,0.0004725899
542.2263794,2.223082781,0.0004712071
542.5836182,2.222841978,0.00046987
542.9408569,2.222601414,0.0004685377
543.2980957,2.222360849,0.0004672068
543.6553345,2.222120762,0.0004658778
544.0125732,2.221880913,0.0004645498
544.369812,2.221641541,0.0004632234
544.7270508,2.221402407,0.0004618985
545.0842896,2.221163273,0.000460575
545.4415283,2.220924854,0.0004592531
545.7988281,2.220686436,0.000457932
546.1560669,2.220458508,0.0004566466
546.5133057,2.220233202,0.0004553707
546.8705444,2.220008135,0.0004540962
547.2277832,2.219783545,0.000452823
547.585022,2.219558954,0.0004515511
547.9422607,2.219335079,0.0004502807
548.2994995,2.219110966,0.000449012
548.6567383,2.218887568,0.0004477445
549.0139771,2.218664408,0.0004464783
549.3712769,2.21844101,0.0004452131
549.7285156,2.218216658,0.0004439735
550.0857544,2.217991114,0.0004427545
550.4429932,2.217765808,0.0004415368
550.8002319,2.217540741,0.0004403204
551.1574707,2.217315912,0.0004391052
551.5147095,2.21709156,0.0004378916
551.8719482,2.216867447,0.0004366791
552.229187,2.216643572,0.0004354682
552.5864258,2.216419697,0.0004342585
552.9437256,2.216196299,0.0004330497
553.3009644,2.215974331,0.0004318488
553.6582031,2.215758801,0.0004306821
554.0154419,2.215543509,0.0004295166
554.3726807,2.215328455,0.0004283522
554.7299194,2.21511364,0.0004271893
555.0871582,2.214898825,0.0004260277
555.444397,2.214684486,0.000424867
555.8016357,2.214470387,0.0004237081
556.1588745,2.214256525,0.0004225501
556.5161743,2.21404314,0.000421393
556.8734131,2.213829756,0.0004202377
557.2306519,2.213614702,0.0004191081
557.5878906,2.213398457,0.0004179945
557.9451294,2.213182688,0.0004168821
558.3023682,2.212966919,0.0004157708
558.6596069,2.212751627,0.0004146608
559.0168457,2.212536573,0.0004135518
559.3740845,2.212321758,0.0004124443
559.7313232,2.212107182,0.0004113377
560.088623,2.211893082,0.0004102321
560.4458618,2.211678982,0.0004091282
560.8031006,2.21146512,0.0004080252
561.1603394,2.211263895,0.0004069562
561.5175781,2.211063385,0.0004058901
561.8748169,2.210863352,0.0004048251
562.2320557,2.210663557,0.0004037613
562.5892944,2.210464001,0.0004026989
562.9465332,2.210264444,0.0004016372
563.303772,2.210065365,0.0004005769
563.6610718,2.209866524,0.0003995175
564.0183105,2.209667921,0.0003984593
564.3755493,2.209469557,0.0003974025
564.7327881,2.209270954,0.0003963515
565.0900269,2.209069252,0.0003953325
565.4472656,2.208868027,0.0003943149
565.8045044,2.20866704,0.0003932983
566.1617432,2.208466053,0.0003922829
566.5189819,2.208265543,0.0003912688
566.8762207,2.208065271,0.0003902552
567.2335205,2.207864761,0.0003892427
567.5907593,2.207664967,0.0003882316
567.947998,2.20746541,0.0003872217
568.3052368,2.207266092,0.0003862127
568.6624756,2.207067251,0.0003852096
569.0197144,2.206869125,0.0003842363
569.3769531,2.206671715,0.0003832638
569.7341919,2.206474304,0.0003822925
570.0914307,2.206277132,0.0003813223
570.4486694,2.206080198,0.0003803529
570.8059692,2.205883741,0.0003793844
571.163208,2.205687284,0.0003784173
571.5204468,2.205491066,0.0003774511
571.8776855,2.205295086,0.0003764859
572.2349243,2.205099344,0.000375522
572.5921631,2.204904079,0.0003745593
572.9494019,2.204705238,0.00037363
573.3066406,2.204506636,0.0003727015
573.6638794,2.204308271,0.000371774
574.0211792,2.204110146,0.0003708475
574.378418,2.203912258,0.000369922
574.7356567,2.203714609,0.0003689973
575.0928955,2.203517199,0.0003680737
575.4501343,2.203320265,0.0003671516
575.807373,2.203123331,0.0003662303
576.1646118,2.202926636,0.0003653093
576.5218506,2.202730417,0.0003643899
576.8790894,2.202542782,0.0003634919
577.2363281,2.202358723,0.000362603
577.5936279,2.202174902,0.0003617145
577.9508667,2.201991558,0.0003608272
578.3081055,2.201808214,0.0003599408
578.6653442,2.201625109,0.0003590555
579.022583,2.201442242,0.0003581713
579.3798218,2.201259851,0.0003572877
579.7370605,2.201077461,0.0003564054
580.0942993,2.200895071,0.0003555238
580.4515381,2.200712919,0.0003546432
580.8087769,2.200530529,0.0003537718
581.1660767,2.200345516,0.0003529225
581.5233154,2.20016098,0.0003520744
581.8805542,2.199976444,0.0003512271
582.237793,2.199792147,0.0003503807
582.5950317,2.199608088,0.0003495352
582.9522705,2.199424267,0.0003486905
583.3095093,2.199240685,0.0003478469
583.666748,2.199057341,0.0003470042
584.0239868,2.198874235,0.0003461622
584.3812256,2.198691368,0.0003453212
584.7385254,2.198508739,0.0003444808
585.0957642,2.198330402,0.0003436594
585.4530029,2.198154449,0.0003428479
585.8102417,2.197978735,0.0003420372
586.1674805,2.197803259,0.0003412273
586.5247192,2.197628021,0.0003404182
586.881958,2.197452784,0.00033961
587.2391968,2.197278023,0.0003388028
587.5964355,2.197103024,0.0003379963
587.9536743,2.19692874,0.0003371906
588.3109741,2.196754456,0.0003363856
588.6682129,2.19658041,0.0003355817
589.0254517,2.196406603,0.0003347787
589.3826904,2.196229935,0.0003340006
589.7399292,2.196053028,0.0003332262
590.097168,2.19587636,0.0003324526
590.4544067,2.195700169,0.0003316799
590.8116455,2.195523739,0.0003309077
591.1688843,2.195347786,0.0003301368
591.526123,2.195172071,0.0003293664
591.8834229,2.194996595,0.0003285967
592.2406616,2.194821119,0.0003278279
592.5979004,2.19464612,0.00032706
592.9551392,2.194471121,0.0003262929
593.3123779,2.19429636,0.0003255265
593.6696167,2.194131613,0.0003247833
594.0268555,2.193967819,0.0003240424
594.3840942,2.193804264,0.0003233023
594.741333,2.193640709,0.000322563
595.0985718,2.193477154,0.0003218242
595.4558716,2.193314075,0.000321086
595.8131104,2.193151236,0.0003203489
596.1703491,2.192988634,0.0003196126
596.5275879,2.192826033,0.0003188771
596.8848267,2.19266367,0.0003181423
597.2420654,2.192501545,0.0003174082
597.5993042,2.192339659,0.0003166751
597.956543,2.192174673,0.0003159628
598.3137817,2.192009449,0.0003152557
598.6710205,2.191844225,0.0003145493
599.0283203,2.191679001,0.0003138433
599.3855591,2.191514254,0.0003131386
599.7427979,2.191349745,0.0003124344
600.1000366,2.191185474,0.000311731
600.4572754,2.191021204,0.0003110284
600.8145142,2.190857172,0.0003103263
601.1717529,2.190693378,0.0003096251
601.5289917,2.190529823,0.0003089247
601.8862305,2.190366268,0.0003082249
602.2434692,2.190205097,0.0003075374
602.600769,2.190046072,0.0003068613
602.9580078,2.189887285,0.0003061861
603.3152466,2.189728498,0.0003055116
603.6724854,2.189570189,0.0003048378
604.0297241,2.18941164,0.0003041648
604.3869629,2.189253569,0.0003034924
604.7442017,2.189095736,0.0003028209
605.1014404,2.188937902,0.0003021497
605.4586792,2.188780308,0.0003014794
605.815918,2.188622952,0.0003008099
606.1732178,2.188465595,0.0003001409
606.5304565,2.188308477,0.0002994733
606.8876953,2.188147783,0.0002988281
607.2449341,2.187987328,0.0002981838
607.6021729,2.187826872,0.0002975399
607.9594116,2.187667131,0.000296897
608.3166504,2.187507153,0.0002962545
608.6738892,2.187347412,0.0002956126
609.0311279,2.18718791,0.0002949716
609.3883667,2.187028646,0.0002943311
609.7456665,2.186869383,0.0002936912
610.1029053,2.186710358,0.0002930519
610.460144,2.186551571,0.0002924134
610.8173828,2.186393023,0.0002917757
611.1746216,2.186238289,0.0002911456
611.5318604,2.186089993,0.0002905286
611.8890991,2.185941935,0.0002899124
612.2463379,2.185794115,0.0002892966
612.6035767,2.185646534,0.0002886816
612.9608765,2.185498953,0.000288067
613.3181152,2.18535161,0.0002874532
613.675354,2.185204506,0.0002868401
614.0325928,2.18505764,0.0002862275
614.3898315,2.184910774,0.0002856156
614.7470703,2.184764147,0.0002850044
615.1043091,2.184617519,0.0002843938
615.4615479,2.184471369,0.0002837837
615.8187866,2.184323549,0.0002831847
616.1760254,2.184173822,0.0002825964
616.5333252,2.184024572,0.0002820083
616.890564,2.183875561,0.0002814212
617.2478027,2.183726549,0.0002808346
617.6050415,2.183577776,0.0002802487
617.9622803,2.183429241,0.0002796632
618.319519,2.183280706,0.0002790785
618.6767578,2.18313241,0.0002784943
619.0339966,2.182984352,0.0002779106
619.3912354,2.182836533,0.0002773277
619.7484741,2.182688713,0.0002767454
620.1057739,2.182541132,0.0002761633
620.4630127,2.18239665,0.0002755901
620.8202515,2.182255507,0.0002750279
621.1774902,2.182114363,0.0002744661
621.534729,2.181973457,0.0002739049
621.8919678,2.18183279,0.0002733441
622.2492065,2.181692362,0.0002727839
622.6064453,2.181551933,0.0002722245
622.9636841,2.181411982,0.0002716655
623.3209229,2.181271791,0.0002711072
623.6782227,2.181132078,0.0002705491
624.0354614,2.180992365,0.0002699919
624.3927002,2.180852652,0.0002694353
624.749939,2.180713415,0.0002688791
625.1071777,2.180573463,0.0002683271
625.4644165,2.180430889,0.0002677907
625.8216553,2.180288553,0.0002672548
626.178894,2.180146217,0.0002667194
626.5361328,2.180004358,0.0002661846
626.8933716,2.179862499,0.0002656503
627.2506714,2.17972064,0.0002651163
627.6079102,2.17957902,0.0002645832
627.9651489,2.179437876,0.0002640505
628.3223877,2.179296494,0.0002635183
628.6796265,2.17915535,0.0002629868
629.0368652,2.179014683,0.0002624557
629.394104,2.178873777,0.0002619252
629.7513428,2.17873311,0.0002613952
630.1085815,2.178601742,0.0002608774
630.4658203,2.178473711,0.0002603642
630.8231201,2.178345919,0.0002598515
631.1803589,2.178218126,0.0002593394
631.5375977,2.178090572,0.0002588278
631.8948364,2.177963257,0.0002583168
632.2520752,2.177835941,0.0002578063
632.609314,2.177708864,0.0002572962
632.9665527,2.177581787,0.0002567868
633.3237915,2.177454948,0.0002562778
633.6810303,2.17732811,0.0002557693
634.038269,2.177201748,0.0002552614
634.3955688,2.177075148,0.0002547537
634.7528076,2.176948547,0.0002542481
635.1100464,2.176818609,0.0002537586
635.4672852,2.176689148,0.0002532695
635.8245239,2.176559448,0.0002527809
636.1817627,2.176429987,0.0002522929
636.5390015,2.176300764,0.0002518053
636.8962402,2.176171541,0.0002513183
637.253479,2.176042557,0.0002508318
637.6107178,2.175913811,0.0002503457
637.9680176,2.175785065,0.0002498599
638.3252563,2.175656319,0.0002493749
638.6824951,2.175528049,0.0002488903
639.0397339,2.17539978,0.0002484061
639.3969727,2.175271511,0.0002479225
639.7542114,2.175142527,0.0002474423
640.1114502,2.175008774,0.000246976
640.468689,2.174875259,0.0002465101
640.8259277,2.174741745,0.0002460448
641.1831665,2.174608469,0.0002455799
641.5404663,2.174475431,0.0002451152
641.8977051,2.174342394,0.0002446513
642.2549438,2.174209595,0.0002441877
642.6121826,2.174076796,0.0002437246
642.9694214,2.173944473,0.0002432619
643.3266602,2.173811913,0.0002427998
643.6838989,2.173679829,0.0002423381
644.0411377,2.173547745,0.0002418768
644.3983765,2.173415899,0.000241416
644.7556152,2.173283577,0.0002409571
645.112915,2.173148632,0.0002405123
645.4701538,2.173013687,0.0002400682
645.8273926,2.172878981,0.0002396246
646.1846313,2.172744513,0.0002391813
646.5418701,2.172610044,0.0002387385
646.8991089,2.172475815,0.0002382961
647.2563477,2.172341585,0.0002378541
647.6135864,2.172207832,0.0002374126
647.9708252,2.172073841,0.0002369716
648.328064,2.171940088,0.0002365309
648.6853638,2.171806574,0.0002360905
649.0426025,2.171673059,0.0002356508
649.3998413,2.171539783,0.0002352114
649.7570801,2.171406746,0.0002347725
650.1143188,2.17128253,0.000234344
650.4715576,2.171161175,0.0002339189
650.8287964,2.171040058,0.0002334942
651.1860352,2.170918941,0.00023307
651.5432739,2.170798063,0.0002326463
651.9005127,2.170677185,0.0002322229
652.2578125,2.170556545,0.0002317998
652.6150513,2.170435905,0.0002313773
652.97229,2.170315504,0.0002309551
653.3295288,2.170195341,0.0002305334
653.6867676,2.17007494,0.0002301121
654.0440063,2.169955015,0.0002296912
654.4012451,2.169835091,0.0002292708
654.7584839,2.169715405,0.0002288507
655.1157227,2.169595003,0.000228434
655.4730225,2.169472218,0.0002280286
655.8302612,2.169349432,0.0002276237
656.1875,2.169226885,0.0002272193
656.5447388,2.169104576,0.0002268151
656.9019775,2.168982267,0.0002264114
657.2592163,2.168859959,0.0002260081
657.6164551,2.168738127,0.0002256052
657.9736938,2.168616295,0.0002252026
658.3309326,2.168494463,0.0002248004
658.6881714,2.168372869,0.0002243987
659.0454712,2.168251276,0.0002239972
659.40271,2.168129921,0.0002235962
659.7599487,2.168008804,0.0002231957
660.1171875,2.167887688,0.0002227955
660.4744263,2.167768955,0.000222401
660.831665,2.167653561,0.000222014
661.1889038,2.167538166,0.0002216273
661.5461426,2.167422771,0.000221241
661.9033813,2.167307615,0.0002208552
662.2606201,2.167192698,0.0002204697
662.6179199,2.16707778,0.0002200844
662.9751587,2.1669631,0.0002196997
663.3323975,2.166848421,0.0002193153
663.6896362,2.166733742,0.0002189313
664.046875,2.166619539,0.0002185477
664.4041138,2.166505337,0.0002181644
664.7613525,2.166391134,0.0002177815
665.1185913,2.166276932,0.000217399
665.4758301,2.166163206,0.0002170168
665.8330688,2.166048288,0.0002166401
666.1903687,2.165931225,0.0002162712
666.5476074,2.165814638,0.0002159028
666.9048462,2.165697813,0.0002155348
667.262085,2.165581465,0.0002151671
667.6193237,2.165464878,0.0002147998
667.9765625,2.165348768,0.0002144328
668.3338013,2.165232658,0.0002140662
668.69104,2.165116549,0.0002136999
669.0482788,2.165000677,0.000213334
669.4055176,2.164884806,0.0002129684
669.7628174,2.164769173,0.0002126031
670.1200562,2.164653778,0.0002122382
670.4772949,2.164538622,0.0002118737
670.8345337,2.164423227,0.0002115096
671.1917725,2.164309025,0.0002111471
671.5490112,2.164202213,0.0002107946
671.90625,2.16409564,0.0002104424
672.2634888,2.163989305,0.0002100906
672.6207275,2.163882732,0.0002097391
672.9779663,2.163776398,0.0002093879
673.3352661,2.163670301,0.000209037
673.6925049,2.163564444,0.0002086866
674.0497437,2.163458347,0.0002083365
674.4069824,2.163352489,0.0002079866
674.7642212,2.16324687,0.0002076371
675.12146,2.163141251,0.000207288
675.4786987,2.16303587,0.0002069392
675.8359375,2.16293025,0.0002065907
676.1931763,2.162825108,0.0002062426
676.550415,2.162719965,0.0002058949
676.9077148,2.162612677,0.0002055542
677.2649536,2.162504435,0.0002052186
677.6221924,2.162395954,0.0002048833
677.9794312,2.162287712,0.0002045483
678.3366699,2.162179708,0.0002042137
678.6939087,2.162071705,0.0002038794
679.0511475,2.16196394,0.0002035454
679.4083862,2.161856174,0.0002032117
679.765625,2.161748648,0.0002028784
680.1228638,2.161640882,0.0002025453
680.4801636,2.161533594,0.0002022125
680.8374023,2.161426306,0.0002018801
681.1946411,2.161319256,0.000201548
681.5518799,2.161211967,0.0002012162
681.9091187,2.161104918,0.0002008847
682.2663574,2.160998344,0.0002005536
682.6235962,2.160893917,0.0002002312
682.980835,2.160790443,0.000199911
683.3380737,2.16068697,0.0001995912
683.6953125,2.160583735,0.0001992717
684.0526123,2.160480499,0.0001989523
684.4098511,2.160377502,0.0001986334
684.7670898,2.160274506,0.0001983148
685.1243286,2.160171747,0.0001979965
685.4815674,2.16006875,0.0001976784
685.8388062,2.15996623,0.0001973607
686.1960449,2.15986371,0.0001970433
686.5532837,2.159761429,0.0001967262
686.9105225,2.159658909,0.0001964094
687.2677612,2.159556866,0.0001960929
687.625061,2.159454584,0.0001957765
687.9822998,2.159352541,0.0001954606
688.3395386,2.159248114,0.000195153
688.6967773,2.159142733,0.0001948481
689.0540161,2.15903759,0.0001945436
689.4112549,2.158932686,0.0001942393
689.7684937,2.158827782,0.0001939353
690.1257324,2.158723116,0.0001936316
690.4829712,2.15861845,0.0001933281
690.84021,2.158513784,0.000193025
691.1975098,2.158409595,0.000192722
691.5547485,2.158305168,0.0001924195
691.9119873,2.158200741,0.0001921172
692.2692261,2.158096552,0.0001918151
692.6264648,2.157992601,0.0001915135
692.9837036,2.157888889,0.000191212
693.3409424,2.157785177,0.0001909108
693.6981812,2.157681465,0.0001906099
694.0554199,2.157581091,0.0001903133
694.4127197,2.157485247,0.0001900219
694.7699585,2.157389402,0.0001897308
695.1271973,2.157293797,0.0001894401
695.484436,2.157198191,0.0001891497
695.8416748,2.157102823,0.0001888594
696.1989136,2.157007217,0.0001885695
696.5561523,2.156912088,0.0001882798
696.9133911,2.156816959,0.0001879904
697.2706299,2.15672183,0.0001877013
697.6278687,2.156626701,0.0001874125
697.9851685,2.156532049,0.0001871237
698.3424072,2.156437159,0.0001868354
698.699646,2.156342506,0.0001865474
699.0568848,2.156247854,0.0001862596
699.4141235,2.15615344,0.0001859721
699.7713623,2.156059027,0.0001856849
700.1286011,2.15596199,0.0001854058
700.4858398,2.155864954,0.0001851286
700.8430786,2.155767679,0.0001848517
701.2003174,2.155670881,0.000184575
701.5576172,2.155573845,0.0001842984
701.914856,2.155477047,0.0001840222
702.2720947,2.155380487,0.0001837463
702.6293335,2.155283689,0.0001834706
702.9865723,2.15518713,0.0001831952
703.343811,2.155090809,0.00018292
703.7010498,2.154994488,0.0001826451
704.0582886,2.154898167,0.0001823704
704.4155273,2.154802084,0.000182096
704.7727661,2.154706001,0.0001818219
705.1300659,2.154610157,0.0001815478
705.4873047,2.154514313,0.0001812742
705.8445435,2.154418468,0.0001810009
706.2017822,2.154327154,0.0001807357
706.559021,2.15423584,0.0001804712
706.9162598,2.154144526,0.000180207
707.2734985,2.15405345,0.000179943
707.6307373,2.153962374,0.0001796793
707.9879761,2.153871536,0.0001794158
708.3452148,2.153780699,0.0001791526
708.7025146,2.1536901,0.0001788895
709.0597534,2.153599262,0.0001786267
709.4169922,2.153508663,0.0001783642
709.774231,2.153418303,0.0001781019
710.1314697,2.153327942,0.0001778399
710.4887085,2.15323782,0.0001775781
710.8459473,2.153147697,0.0001773165
711.203186,2.153057575,0.0001770552
711.5604248,2.152967453,0.0001767941
711.9176636,2.152877569,0.0001765333
712.2749634,2.15278554,0.0001762793
712.6322021,2.152692795,0.0001760275
712.9894409,2.152600288,0.000175776
713.3466797,2.152507544,0.0001755248
713.7039185,2.152415037,0.0001752737
714.0611572,2.152322769,0.0001750228
714.418396,2.15223074,0.0001747723
714.7756348,2.152138472,0.0001745219
715.1328735,2.152046204,0.0001742717
715.4901123,2.151954412,0.0001740219
715.8474121,2.151862621,0.0001737721
716.2046509,2.15177083,0.0001735226
716.5618896,2.151678801,0.0001732735
716.9191284,2.151587486,0.0001730244
717.2763672,2.151495934,0.0001727757
717.633606,2.151404381,0.0001725272
717.9908447,2.151313066,0.0001722788
718.3480835,2.151223898,0.0001720329
718.7053223,2.15114069,0.0001717923
719.062561,2.151057243,0.0001715521
719.4198608,2.150973797,0.0001713119
719.7770996,2.150890827,0.0001710721
720.1343384,2.150807381,0.0001708324
720.4915771,2.150724649,0.000170593
720.8488159,2.150641441,0.0001703538
721.2060547,2.150558472,0.0001701149
721.5632935,2.15047574,0.0001698761
721.9205322,2.150393009,0.0001696376
722.277771,2.150310278,0.0001693993
722.6350098,2.150227785,0.0001691612
722.9923096,2.150145292,0.0001689232
723.3495483,2.150062799,0.0001686856
723.7067871,2.149980783,0.0001684481
724.0640259,2.149898529,0.0001682109
724.4212646,2.149816036,0.0001679738
724.7785034,2.14973259,0.0001677409
725.1357422,2.149647474,0.0001675121
725.492981,2.149562597,0.0001672836
725.8502197,2.14947772,0.0001670552
726.2074585,2.149392843,0.0001668271
726.5647583,2.149308205,0.0001665991
726.9219971,2.149223328,0.0001663714
727.2792358,2.149138927,0.0001661438
727.6364746,2.149054527,0.0001659165
727.9937134,2.148969889,0.0001656894
728.3509521,2.148885727,0.0001654625
728.7081909,2.148801327,0.0001652358
729.0654297,2.148717403,0.0001650093
729.4226685,2.148633242,0.000164783
729.7799072,2.148549318,0.0001645569
730.137207,2.148465395,0.0001643309
730.4944458,2.148381472,0.0001641053
730.8516846,2.148297787,0.0001638798
731.2089233,2.14821434,0.0001636573
731.5661621,2.148131371,0.0001634394
731.9234009,2.148048401,0.0001632217
732.2806396,2.14796567,0.0001630042
732.6378784,2.147882938,0.0001627868
732.9951172,2.147800207,0.0001625697
733.352356,2.147717714,0.0001623528
733.7096558,2.147635221,0.000162136
734.0668945,2.147552967,0.0001619195
734.4241333,2.147470474,0.0001617032
734.7813721,2.14738822,0.000161487
735.1386108,2.147305965,0.0001612711
735.4958496,2.147223949,0.0001610553
735.8530884,2.147141933,0.0001608397
736.2103271,2.147059917,0.0001606244
736.5675659,2.146978378,0.0001604092
736.9248657,2.146896362,0.0001601941
737.2821045,2.146814585,0.0001599793
737.6393433,2.146733284,0.0001597647
737.996582,2.146648645,0.0001595571
738.3538208,2.146564245,0.00015935
738.7110596,2.146479845,0.000159143
739.0682983,2.146395922,0.0001589362
739.4255371,2.146311522,0.0001587297
739.7827759,2.14622736,0.0001585233
740.1400146,2.146143436,0.0001583171
740.4973145,2.146059275,0.0001581109
740.8545532,2.14597559,0.0001579051
741.211792,2.145891905,0.0001576995
741.5690308,2.14580822,0.000157494
741.9262695,2.145724535,0.0001572887
742.2835083,2.145641088,0.0001570836
742.6407471,2.145557642,0.0001568786
742.9979858,2.145474195,0.0001566739
743.3552246,2.145390987,0.0001564693
743.7124634,2.145307779,0.0001562649
744.0697632,2.145224571,0.0001560606
744.427002,2.145142794,0.0001558577
744.7842407,2.145066738,0.0001556599
745.1414795,2.144990921,0.0001554622
745.4987183,2.144915342,0.0001552648
745.855957,2.144839764,0.0001550675
746.2131958,2.144763947,0.0001548704
746.5704346,2.144688606,0.0001546734
746.9276733,2.144613028,0.0001544766
747.2849121,2.144537926,0.0001542801
747.6422119,2.144462347,0.0001540836
747.9994507,2.144387245,0.0001538873
748.3566895,2.144312143,0.0001536913
748.7139282,2.144237041,0.0001534954
749.071167,2.144162178,0.0001532997
749.4284058,2.144087076,0.0001531041
749.7856445,2.144012213,0.0001529087
750.1428833,2.143937588,0.0001527135
750.5001221,2.143862963,0.0001525185
750.8573608,2.143788338,0.0001523236
751.2146606,2.143713474,0.0001521293
751.5718994,2.143636227,0.0001519412
751.9291382,2.143558979,0.0001517533
752.286377,2.143481731,0.0001515655
752.6436157,2.143404722,0.0001513779
753.0008545,2.143327713,0.0001511905
753.3580933,2.143250942,0.0001510032
753.715332,2.143173933,0.0001508161
754.0725708,2.143097401,0.0001506292
754.4298096,2.14302063,0.0001504424
754.7871094,2.142943859,0.0001502557
755.1443481,2.142867327,0.0001500693
755.5015869,2.142790794,0.000149883
755.8588257,2.1427145,0.0001496969
756.2160645,2.142638206,0.000149511
756.5733032,2.142561913,0.0001493251
756.930542,2.142485857,0.0001491395
757.2877808,2.142409563,0.000148954
757.6450195,2.142333746,0.0001487687
758.0022583,2.14225769,0.0001485836
758.3595581,2.142184019,0.0001484019
758.7167969,2.142112017,0.0001482227
759.0740356,2.142040014,0.0001480437
759.4312744,2.141968012,0.0001478649
759.7885132,2.141896009,0.0001476862
760.145752,2.141824007,0.0001475077
760.5029907,2.141752481,0.0001473293
760.8602295,2.141680717,0.0001471511
761.2174683,2.141608953,0.000146973
761.574707,2.141537428,0.0001467951
761.9320068,2.141465902,0.0001466173
762.2892456,2.141394615,0.0001464397
762.6464844,2.141323328,0.0001462623
763.0037231,2.141252041,0.000146085
763.3609619,2.141180754,0.0001459078
763.7182007,2.141109467,0.0001457309
764.0754395,2.141038656,0.000145554
764.4326782,2.140967607,0.0001453774
764.789917,2.140896559,0.0001452008
765.1471558,2.140825748,0.0001450245
765.5044556,2.140752792,0.0001448526
765.8616943,2.140679359,0.0001446824
766.2189331,2.140605927,0.0001445123
766.5761719,2.140532732,0.0001443424
766.9334106,2.140459299,0.0001441726
767.2906494,2.140386105,0.000144003
767.6478882,2.14031291,0.0001438334
768.005127,2.140239954,0.0001436641
768.3623657,2.140166998,0.0001434949
768.7196045,2.140094042,0.0001433258
769.0769043,2.140021324,0.0001431568
769.4341431,2.139948368,0.0001429881
769.7913818,2.13987565,0.0001428195
770.1486206,2.139802933,0.000142651
770.5058594,2.139730453,0.0001424826
770.8630981,2.139657974,0.0001423145
771.2203369,2.139585495,0.0001421464
771.5775757,2.139513254,0.0001419785
771.9348145,2.139441013,0.0001418108
772.2920532,2.139368773,0.0001416432
772.649353,2.13929987,0.0001414783
773.0065918,2.139233828,0.000141316
773.3638306,2.139167786,0.0001411538
773.7210693,2.139101982,0.0001409917
774.0783081,2.139036179,0.0001408298
774.4355469,2.138970375,0.000140668
774.7927856,2.13890481,0.0001405063
775.1500244,2.138839006,0.0001403448
775.5072632,2.138773441,0.0001401834
775.864563,2.138708115,0.0001400221
776.2218018,2.13864255,0.000139861
776.5790405,2.138577223,0.0001397
776.9362793,2.138511896,0.0001395392
777.2935181,2.138446569,0.0001393785
777.6507568,2.138381243,0.0001392179
778.0079956,2.138316154,0.0001390575
778.3652344,2.138251066,0.0001388973
778.7224731,2.138186216,0.0001387371
779.0797119,2.138121128,0.0001385771
779.4370117,2.138056278,0.0001384172
779.7942505,2.13799119,0.0001382575
780.1514893,2.137923956,0.000138103
780.508728,2.137856245,0.0001379488
